track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,51,,604.4606685969529,469.6025328658621,,643.8464528284353,391.8180026771397,,582.6486807906404,517.2087220197383,,,,
,59,,609.4196466338151,470.59432847323455,,,,,583.1445785943265,514.7292330013072,,555.8003269257044,576.6957823719897,
,77,,624.5986427674609,470.1343588934271,,675.124384255342,396.87766805502156,,594.6438180895127,506.44978056477305,,,,
,84,,642.9974259597589,468.75445015400476,,,,,607.9829359039288,512.8893546820774,,565.459688101661,559.2169383393066,
,100,,667.8357832693612,471.054298053042,,732.1606121514659,418.0362687261643,,638.3409281712206,503.6899630859284,,,,
,106,,686.2345664616593,473.8141155318867,,,,,648.920228506792,505.98981098496563,,597.6575586881825,518.7396153162508,
,126,,740.051007299131,484.8533854472655,,824.1545281129559,467.2530137655615,,693.0773081683072,500.01020644746876,,,,
,134,,759.3697296510439,494.97271620302945,,,,,705.9564564029158,502.31005434650604,,633.995155492971,482.8619880912697,
,156,,811.8062617490934,502.7921990597562,,,,,778.1716804326857,473.3319708186367,,720.9294060765792,426.2857297749533,
,173,,868.1233208011229,499.5070372817211,,867.8002488782786,593.0277789817607,,840.1204453899179,457.8447795793286,,,,
,178,,884.0798208658646,497.16049315455325,,,,,864.0551954870305,449.39722072152415,,815.7297888141621,396.2499649472044,
,204,,991.5520631939216,494.9671820866337,,961.5642970318385,579.8679125742435,,985.7839597565644,443.36561528474545,,955.5533693940322,366.09193776331085,
