track,frame_idx,instance.score,LeftPecBase.x,LeftPecBase.y,LeftPecBase.score,LeftPecTip.x,LeftPecTip.y,LeftPecTip.score,RightPecBase.x,RightPecBase.y,RightPecBase.score,RightPecTip.x,RightPecTip.y,RightPecTip.score
,54,,599.8150687155036,308.06739143296113,,,,,581.9338768136929,351.0498108226625,,546.027810345091,411.3242409094636,
,69,,629.3869280057836,303.78161472422494,,591.0830292473814,243.76723853591102,,620.0772895214454,349.7640778100416,,,,
,79,,669.6732290679041,306.3530807494667,,,,,651.3634594952199,346.7640341139263,,582.8854900402226,392.4668233910242,
,93,,710.3725608302456,304.64302479306576,,671.2723837610569,233.83893259687702,,693.0888248314018,347.44805649648663,,,,
,102,,752.2769291555616,310.55261519791804,,,,,721.0250703816123,347.98529198783683,,644.130336054146,390.31788142562345,
,118,,808.3819128502862,304.9017535308235,,823.84564877261,214.06091676204602,,771.8828253854634,325.7854782956796,,,,
,125,,833.803416590837,300.27966194163247,,,,,782.5136360406029,308.68373941567296,,678.6168144984478,303.832592827719,
,147,,922.3697907915731,282.6817830287826,,,,,897.6210735197357,235.11883576359565,,849.6912767168078,169.97331716276267,
,155,,959.2375371895254,271.6809232164904,,945.4497477787587,357.07209432184436,,939.5432690206329,227.38850184144437,,,,
,167,,1019.3802288242374,269.83605537493474,,,,,1017.7656655025896,221.8538983167776,,994.3289154947656,144.88311451760674,
,185,,1133.460600434777,282.08913232569637,,1089.9281489488233,365.24713013041855,,1134.3811564822522,230.72681610870848,,,,
